28.03.19/1_02_0001_0000_03_01_001-d0106076,1,attack/Print,train
28.03.19/1_03_0001_0000_03_01_001-04e480cc,1,attack/Print,train
28.03.19/1_03_0001_0000_03_01_001-b6cf15b2,1,attack/Print,train
28.03.19/1_01_0001_0000_05_03_001-36c09a98,1,attack/Rigidmask,train
28.03.19/1_01_0001_0000_05_03_001-8d2b05b4,1,attack/Rigidmask,train
28.03.19/1_02_0001_0000_05_03_001-ea1cbab1,1,attack/Rigidmask,train
28.03.19/1_02_0001_0000_05_03_001-9c7101b2,1,attack/Rigidmask,train
28.03.19/1_03_0001_0000_05_03_001-b99b9262,1,attack/Rigidmask,train
28.03.19/1_03_0001_0000_05_03_001-6f4d39c0,1,attack/Rigidmask,train
29.03.19/1_01_0001_0000_05_03_007-9d9455bf,1,attack/Rigidmask,train
29.03.19/1_01_0001_0000_05_03_007-febc619d,1,attack/Rigidmask,train
01.04.19/1_02_0001_0000_05_03_007-fbaf254f,1,attack/Rigidmask,train
01.04.19/1_02_0001_0000_05_03_007-14e36742,1,attack/Rigidmask,train
01.04.19/1_03_0001_0000_05_03_007-1f8c3e96,1,attack/Rigidmask,train
01.04.19/1_03_0001_0000_05_03_007-3958a740,1,attack/Rigidmask,train
01.04.19/1_03_0001_0000_07_00_001-47a4116c,1,attack/Papermask,train
01.04.19/1_03_0001_0000_07_00_001-c8bd4c01,1,attack/Papermask,train
01.04.19/1_02_0001_0000_07_00_001-40993d1e,1,attack/Papermask,train
01.04.19/1_02_0001_0000_07_00_001-575804c4,1,attack/Papermask,train
02.04.19/1_01_0001_0000_07_00_001-272ac300,1,attack/Papermask,train
02.04.19/1_01_0001_0000_07_00_001-d364d936,1,attack/Papermask,train
02.04.19/1_01_0001_0000_06_01_001-41d0f6e9,1,attack/Flexiblemask,train
02.04.19/1_01_0001_0000_06_01_001-5b5f2377,1,attack/Flexiblemask,train
02.04.19/1_02_0001_0000_06_01_001-fdf093ed,1,attack/Flexiblemask,train
02.04.19/1_02_0001_0000_06_01_001-8949521d,1,attack/Flexiblemask,train
02.04.19/1_03_0001_0000_06_01_001-5792c2e2,1,attack/Flexiblemask,train
02.04.19/1_03_0001_0000_06_01_001-48c7d79c,1,attack/Flexiblemask,train
03.04.19/1_01_0001_0000_03_02_001-19a70cd1,1,attack/Print,train
03.04.19/1_01_0001_0000_03_02_001-ac2052b9,1,attack/Print,train
03.04.19/1_02_0001_0000_03_02_001-b372f407,1,attack/Print,train
03.04.19/1_02_0001_0000_03_02_001-1afde6ad,1,attack/Print,train
03.04.19/1_03_0001_0000_03_02_001-21bded88,1,attack/Print,train
03.04.19/1_03_0001_0000_03_02_001-0097eae2,1,attack/Print,train
03.04.19/1_03_0001_0000_03_03_001-42a36582,1,attack/Print,train
03.04.19/1_03_0001_0000_03_03_001-7ed6baa2,1,attack/Print,train
03.04.19/1_02_0001_0000_03_03_001-b42254a3,1,attack/Print,train
03.04.19/1_02_0001_0000_03_03_001-0a823c14,1,attack/Print,train
03.04.19/1_01_0001_0000_03_03_001-8107fdba,1,attack/Print,train
03.04.19/1_01_0001_0000_03_03_001-5aba4562,1,attack/Print,train
03.04.19/1_03_0001_0000_04_02_001-77a32494,1,attack/Replay,train
03.04.19/1_03_0001_0000_04_02_001-f79312f1,1,attack/Replay,train
03.04.19/1_02_0001_0000_04_02_001-528cc7b4,1,attack/Replay,train
03.04.19/1_02_0001_0000_04_02_001-50a9e6e3,1,attack/Replay,train
03.04.19/1_01_0001_0000_04_02_001-0194f567,1,attack/Replay,train
03.04.19/1_01_0001_0000_04_02_001-2a969526,1,attack/Replay,train
26.02.19/1_01_0075_0000_00_00_000-92478785,0,bonafide,train
26.02.19/1_01_0075_0000_00_00_000-c17aa169,0,bonafide,train
26.02.19/1_01_0075_0000_00_01_000-9bed189a,0,bonafide,train
26.02.19/1_01_0075_0000_00_01_000-732f5788,0,bonafide,train
07.03.19/1_02_0075_0000_00_00_000-e8d0e08e,0,bonafide,train
07.03.19/1_02_0075_0000_00_00_000-227f8605,0,bonafide,train
07.03.19/1_02_0075_0000_00_01_000-cbdecb9f,0,bonafide,train
07.03.19/1_02_0075_0000_00_01_000-fc56004f,0,bonafide,train
12.03.19/1_03_0075_0000_00_00_000-8655369c,0,bonafide,train
12.03.19/1_03_0075_0000_00_00_000-9cb7afec,0,bonafide,train
12.03.19/1_03_0075_0000_00_01_000-4d5db505,0,bonafide,train
12.03.19/1_03_0075_0000_00_01_000-5616a788,0,bonafide,train
26.02.19/1_01_0002_0076_06_01_002-87a41d35,1,attack/Flexiblemask,train
26.02.19/1_01_0002_0076_06_01_002-750b87db,1,attack/Flexiblemask,train
28.02.19/1_01_0002_0004_05_03_002-b606e285,1,attack/Rigidmask,train
28.02.19/1_01_0002_0004_05_03_002-e4dc7aec,1,attack/Rigidmask,train
28.02.19/1_01_0002_0086_05_03_008-1f762a64,1,attack/Rigidmask,train
28.02.19/1_01_0002_0086_05_03_008-82ee2e3c,1,attack/Rigidmask,train
28.02.19/1_01_0002_0000_00_00_000-d9d41b02,0,bonafide,train
28.02.19/1_01_0002_0000_00_00_000-c7338db1,0,bonafide,train
28.02.19/1_01_0002_0000_00_01_000-9e8fd10a,0,bonafide,train
28.02.19/1_01_0002_0000_00_01_000-e2f3a682,0,bonafide,train
05.03.19/1_02_0002_0064_05_03_002-e541e977,1,attack/Rigidmask,train
05.03.19/1_02_0002_0064_05_03_002-a33ffef9,1,attack/Rigidmask,train
05.03.19/1_02_0002_0076_05_03_008-2edff46d,1,attack/Rigidmask,train
05.03.19/1_02_0002_0076_05_03_008-7181c361,1,attack/Rigidmask,train
07.03.19/1_02_0002_0038_06_01_002-c2ec1951,1,attack/Flexiblemask,train
07.03.19/1_02_0002_0038_06_01_002-00120528,1,attack/Flexiblemask,train
08.03.19/1_03_0002_0065_05_03_008-982beb3b,1,attack/Rigidmask,train
08.03.19/1_03_0002_0065_05_03_008-7149d944,1,attack/Rigidmask,train
12.03.19/1_03_0002_0088_05_03_002-c0eb288a,1,attack/Rigidmask,train
12.03.19/1_03_0002_0088_05_03_002-e3781364,1,attack/Rigidmask,train
12.03.19/1_03_0002_0035_06_01_002-cd39d316,1,attack/Flexiblemask,train
12.03.19/1_03_0002_0035_06_01_002-99755ead,1,attack/Flexiblemask,train
15.03.19/1_03_0002_0000_00_00_000-05215d0d,0,bonafide,train
15.03.19/1_03_0002_0000_00_00_000-bff1ed6e,0,bonafide,train
15.03.19/1_03_0002_0000_00_01_000-4eafbe63,0,bonafide,train
15.03.19/1_03_0002_0000_00_01_000-4a4271c6,0,bonafide,train
21.03.19/1_01_0002_0000_00_00_000-2a7badee,0,bonafide,train
21.03.19/1_01_0002_0000_00_00_000-b180c742,0,bonafide,train
22.03.19/1_01_0002_0000_00_00_000-0b84c340,0,bonafide,train
22.03.19/1_01_0002_0000_00_00_000-360229b7,0,bonafide,train
22.03.19/1_02_0002_0000_00_00_000-a531ac82,0,bonafide,train
22.03.19/1_02_0002_0000_00_00_000-90020c36,0,bonafide,train
22.03.19/1_02_0002_0000_00_01_000-88cca5c3,0,bonafide,train
22.03.19/1_02_0002_0000_00_01_000-543ef756,0,bonafide,train
28.03.19/1_01_0002_0000_05_03_002-89696e3e,1,attack/Rigidmask,train
28.03.19/1_01_0002_0000_05_03_002-aa32025e,1,attack/Rigidmask,train
28.03.19/1_02_0002_0000_05_03_002-e44ee1be,1,attack/Rigidmask,train
28.03.19/1_02_0002_0000_05_03_002-a5ec23c4,1,attack/Rigidmask,train
28.03.19/1_03_0002_0000_05_03_002-8d4d41b0,1,attack/Rigidmask,train
28.03.19/1_03_0002_0000_05_03_002-60a8a374,1,attack/Rigidmask,train
01.04.19/1_01_0002_0000_05_03_008-e470838c,1,attack/Rigidmask,train
01.04.19/1_01_0002_0000_05_03_008-ec9af924,1,attack/Rigidmask,train
01.04.19/1_02_0002_0000_05_03_008-bb404ddb,1,attack/Rigidmask,train
01.04.19/1_02_0002_0000_05_03_008-7998e5f3,1,attack/Rigidmask,train
01.04.19/1_03_0002_0000_05_03_008-ea9c9107,1,attack/Rigidmask,train
01.04.19/1_03_0002_0000_05_03_008-fed29123,1,attack/Rigidmask,train
02.04.19/1_01_0002_0000_06_01_002-e3c3720a,1,attack/Flexiblemask,train
02.04.19/1_01_0002_0000_06_01_002-8abcb81a,1,attack/Flexiblemask,train
02.04.19/1_02_0002_0000_06_01_002-9e03844a,1,attack/Flexiblemask,train
02.04.19/1_02_0002_0000_06_01_002-42461786,1,attack/Flexiblemask,train
02.04.19/1_03_0002_0000_06_01_002-8a2d538d,1,attack/Flexiblemask,train
02.04.19/1_03_0002_0000_06_01_002-173e70ed,1,attack/Flexiblemask,train
11.10.19/1_01_0002_0000_00_00_000-51e86383,0,bonafide,train
11.10.19/1_01_0002_0000_00_00_000-7517b634,0,bonafide,train
26.02.19/1_01_0077_0000_00_00_000-5bf921b3,0,bonafide,train
26.02.19/1_01_0077_0000_00_00_000-a3228552,0,bonafide,train
05.03.19/1_02_0077_0000_00_00_000-b51d3316,0,bonafide,train
05.03.19/1_02_0077_0000_00_00_000-0e9364fc,0,bonafide,train
11.03.19/1_03_0077_0000_00_00_000-d8596081,0,bonafide,train
11.03.19/1_03_0077_0000_00_00_000-e030dc20,0,bonafide,train
07.10.19/1_01_0077_0000_00_00_000-9f7b92f8,0,bonafide,train
07.10.19/1_01_0077_0000_00_00_000-d416451d,0,bonafide,train
26.02.19/1_01_0119_0035_05_03_019-e3b89896,1,attack/Rigidmask,train
26.02.19/1_01_0119_0035_05_03_019-56f383e8,1,attack/Rigidmask,train
05.03.19/1_02_0119_0076_05_03_019-4be50f2b,1,attack/Rigidmask,train
05.03.19/1_02_0119_0076_05_03_019-fd1b800f,1,attack/Rigidmask,train
12.03.19/1_03_0119_0083_05_03_019-93bf56e8,1,attack/Rigidmask,train
12.03.19/1_03_0119_0083_05_03_019-b54940e2,1,attack/Rigidmask,train
01.04.19/1_01_0119_0000_05_03_019-26cfd584,1,attack/Rigidmask,train
01.04.19/1_01_0119_0000_05_03_019-877db284,1,attack/Rigidmask,train
01.04.19/1_02_0119_0000_05_03_019-675c580c,1,attack/Rigidmask,train
01.04.19/1_02_0119_0000_05_03_019-73844d47,1,attack/Rigidmask,train
01.04.19/1_03_0119_0000_05_03_019-1f905cc0,1,attack/Rigidmask,train
01.04.19/1_03_0119_0000_05_03_019-2b9ef632,1,attack/Rigidmask,train
26.02.19/1_01_0016_0035_05_03_004-972586f3,1,attack/Rigidmask,train
26.02.19/1_01_0016_0035_05_03_004-fe6b1f3c,1,attack/Rigidmask,train
28.02.19/1_01_0016_0038_05_03_021-c8d48131,1,attack/Rigidmask,train
28.02.19/1_01_0016_0038_05_03_021-184ccf65,1,attack/Rigidmask,train
27.02.19/1_01_0016_0079_06_01_004-247fdd35,1,attack/Flexiblemask,train
27.02.19/1_01_0016_0079_06_01_004-f9cf7aba,1,attack/Flexiblemask,train
06.03.19/1_02_0016_0014_05_03_004-ef7627fc,1,attack/Rigidmask,train
06.03.19/1_02_0016_0014_05_03_004-726583d9,1,attack/Rigidmask,train
07.03.19/1_02_0016_0084_06_01_004-7d52d803,1,attack/Flexiblemask,train
07.03.19/1_02_0016_0084_06_01_004-4b1fdd4f,1,attack/Flexiblemask,train
07.03.19/1_02_0016_0022_05_03_021-19a36e8a,1,attack/Rigidmask,train
07.03.19/1_02_0016_0022_05_03_021-d26f8ea0,1,attack/Rigidmask,train
11.03.19/1_03_0016_0018_05_03_004-5a963d65,1,attack/Rigidmask,train
11.03.19/1_03_0016_0018_05_03_004-84b02480,1,attack/Rigidmask,train
11.03.19/1_03_0016_0078_06_01_004-eb0ec666,1,attack/Flexiblemask,train
11.03.19/1_03_0016_0078_06_01_004-3f2d7c9f,1,attack/Flexiblemask,train
15.03.19/1_03_0016_0006_05_03_021-1631f218,1,attack/Rigidmask,train
15.03.19/1_03_0016_0006_05_03_021-dc15c1d9,1,attack/Rigidmask,train
28.03.19/1_01_0016_0000_05_03_004-b9ca4082,1,attack/Rigidmask,train
28.03.19/1_01_0016_0000_05_03_004-854e1620,1,attack/Rigidmask,train
28.03.19/1_02_0016_0000_05_03_004-37c4195c,1,attack/Rigidmask,train
28.03.19/1_02_0016_0000_05_03_004-ced91cd4,1,attack/Rigidmask,train
28.03.19/1_03_0016_0000_05_03_004-3c906894,1,attack/Rigidmask,train
28.03.19/1_03_0016_0000_05_03_004-b55d07d7,1,attack/Rigidmask,train
01.04.19/1_01_0016_0000_05_03_021-0e2bb238,1,attack/Rigidmask,train
01.04.19/1_01_0016_0000_05_03_021-1ee92ff5,1,attack/Rigidmask,train
01.04.19/1_02_0016_0000_05_03_021-b07854b8,1,attack/Rigidmask,train
01.04.19/1_02_0016_0000_05_03_021-79515d5c,1,attack/Rigidmask,train
01.04.19/1_03_0016_0000_05_03_021-a0ddfdfd,1,attack/Rigidmask,train
01.04.19/1_03_0016_0000_05_03_021-2e47e9cc,1,attack/Rigidmask,train
02.04.19/1_01_0016_0000_06_01_004-346d8d6e,1,attack/Flexiblemask,train
02.04.19/1_01_0016_0000_06_01_004-a17fbc27,1,attack/Flexiblemask,train
02.04.19/1_02_0016_0000_06_01_004-f8ec057b,1,attack/Flexiblemask,train
02.04.19/1_02_0016_0000_06_01_004-26d1d1d4,1,attack/Flexiblemask,train
02.04.19/1_03_0016_0000_06_01_004-dae37e85,1,attack/Flexiblemask,train
02.04.19/1_03_0016_0000_06_01_004-6e8608ec,1,attack/Flexiblemask,train
28.02.19/1_01_0084_0000_00_00_000-ba83f345,0,bonafide,train
28.02.19/1_01_0084_0000_00_00_000-71fa7be5,0,bonafide,train
28.02.19/1_01_0084_0000_00_01_000-895f0ab9,0,bonafide,train
28.02.19/1_01_0084_0000_00_01_000-90e7c26f,0,bonafide,train
07.03.19/1_02_0084_0000_00_00_000-d77a2ed0,0,bonafide,train
07.03.19/1_02_0084_0000_00_00_000-098a99de,0,bonafide,train
07.03.19/1_02_0084_0000_00_01_000-7d61acbd,0,bonafide,train
07.03.19/1_02_0084_0000_00_01_000-dbe341b1,0,bonafide,train
12.03.19/1_03_0084_0000_00_00_000-b56738c3,0,bonafide,train
12.03.19/1_03_0084_0000_00_00_000-7655b527,0,bonafide,train
12.03.19/1_03_0084_0000_00_01_000-eb6dbc60,0,bonafide,train
12.03.19/1_03_0084_0000_00_01_000-6cdcb093,0,bonafide,train
11.10.19/1_01_0084_0000_00_00_000-305a3a31,0,bonafide,train
11.10.19/1_01_0084_0000_00_00_000-5c4a30a5,0,bonafide,train
28.02.19/1_01_0005_0084_04_01_005-b97a5bcf,1,attack/Replay,train
28.02.19/1_01_0005_0084_04_01_005-19a61a41,1,attack/Replay,train
28.02.19/1_01_0005_0000_00_00_000-1920fff5,0,bonafide,train
28.02.19/1_01_0005_0000_00_00_000-59069fdd,0,bonafide,train
28.02.19/1_01_0005_0000_00_01_000-7e5f5080,0,bonafide,train
28.02.19/1_01_0005_0000_00_01_000-5a757b22,0,bonafide,train
27.02.19/1_01_0005_0081_04_00_005-c09faded,1,attack/Replay,train
27.02.19/1_01_0005_0081_04_00_005-f53aeaea,1,attack/Replay,train
06.03.19/1_02_0005_0000_00_00_000-eb64335f,0,bonafide,train
06.03.19/1_02_0005_0000_00_00_000-e39160a8,0,bonafide,train
06.03.19/1_02_0005_0000_00_01_000-3f333931,0,bonafide,train
06.03.19/1_02_0005_0000_00_01_000-0ccef25f,0,bonafide,train
07.03.19/1_02_0005_0084_04_01_005-f7ec476f,1,attack/Replay,train
07.03.19/1_02_0005_0084_04_01_005-2ef9dfef,1,attack/Replay,train
08.03.19/1_02_0005_0006_04_00_005-e73a846f,1,attack/Replay,train
08.03.19/1_02_0005_0006_04_00_005-d64c3aec,1,attack/Replay,train
12.03.19/1_03_0005_0075_04_01_005-b01c8ed4,1,attack/Replay,train
12.03.19/1_03_0005_0075_04_01_005-da7b11e5,1,attack/Replay,train
12.03.19/1_03_0005_0000_00_00_000-a2f78975,0,bonafide,train
12.03.19/1_03_0005_0000_00_00_000-0aa3a863,0,bonafide,train
12.03.19/1_03_0005_0000_00_01_000-184116af,0,bonafide,train
12.03.19/1_03_0005_0000_00_01_000-02d7e999,0,bonafide,train
15.03.19/1_03_0005_0012_04_00_005-5945647c,1,attack/Replay,train
15.03.19/1_03_0005_0012_04_00_005-790607df,1,attack/Replay,train
03.04.19/1_01_0005_0000_04_00_005-08544bd6,1,attack/Replay,train
03.04.19/1_01_0005_0000_04_00_005-cabde811,1,attack/Replay,train
03.04.19/1_02_0005_0000_04_00_005-5ac8b100,1,attack/Replay,train
03.04.19/1_02_0005_0000_04_00_005-0bc7c1e4,1,attack/Replay,train
03.04.19/1_03_0005_0000_04_00_005-aef9c374,1,attack/Replay,train
03.04.19/1_03_0005_0000_04_00_005-6b4c1f53,1,attack/Replay,train
03.04.19/1_03_0005_0000_04_01_005-239d554f,1,attack/Replay,train
03.04.19/1_03_0005_0000_04_01_005-0146cbca,1,attack/Replay,train
03.04.19/1_02_0005_0000_04_01_005-af74a5f1,1,attack/Replay,train
03.04.19/1_02_0005_0000_04_01_005-00b0f443,1,attack/Replay,train
03.04.19/1_01_0005_0000_04_01_005-45db2447,1,attack/Replay,train
03.04.19/1_01_0005_0000_04_01_005-d0f569ca,1,attack/Replay,train
08.10.19/1_01_0005_0000_00_00_000-8c99fe89,0,bonafide,train
08.10.19/1_01_0005_0000_00_00_000-9664edcc,0,bonafide,train
28.02.19/1_01_0106_0084_06_01_012-04c0b872,1,attack/Flexiblemask,train
28.02.19/1_01_0106_0084_06_01_012-4892740d,1,attack/Flexiblemask,train
05.03.19/1_02_0106_0018_06_01_012-a462a480,1,attack/Flexiblemask,train
05.03.19/1_02_0106_0018_06_01_012-05f6c62a,1,attack/Flexiblemask,train
11.03.19/1_03_0106_0018_06_01_012-9a820b10,1,attack/Flexiblemask,train
11.03.19/1_03_0106_0018_06_01_012-a882d82f,1,attack/Flexiblemask,train
02.04.19/1_01_0106_0000_06_01_012-fc3c122d,1,attack/Flexiblemask,train
02.04.19/1_01_0106_0000_06_01_012-07d38a5f,1,attack/Flexiblemask,train
02.04.19/1_02_0106_0000_06_01_012-dec7a7a2,1,attack/Flexiblemask,train
02.04.19/1_02_0106_0000_06_01_012-c906aed6,1,attack/Flexiblemask,train
02.04.19/1_03_0106_0000_06_01_012-72c6ad01,1,attack/Flexiblemask,train
02.04.19/1_03_0106_0000_06_01_012-418c5bd5,1,attack/Flexiblemask,train
28.02.19/1_01_0085_0000_00_00_000-e41cacc1,0,bonafide,train
